Kim Jong-Un	North Korea, Executive Executive Office Government Major Party (In Government) Parties Elite (National) Major Party Government
Election Commission (Cameroon)	Executive Elections Ministry Government
Chief Minister Singh	India, Elite Government
Cooperation Ministry (Pakistan)	Executive Government Women / Children / Social / Welfare / Development / Religion Ministry
Harnam Singh	India, Government Major Party (In Government) (National) Major Party Parties
Party Member (Mali)	Parties
United Iraqi Alliance	Iraq, Ideological Parties International Religious Fundamentalist
Control Forces (Nicaragua)	Military Government
Airman (India)	Military Government
Cabinet / Council of Ministers / Advisors (Cambodia)	Executive Cabinet Government
Ministry/Department of Technology (Iraq)	Executive Government Science / Tech / Knowledge / Innovation Ministry
Education Ministry (Cote d'Ivoire)	Executive Government Education Ministry
Armed Rebel (Australia)	Dissident Rebel
Dinh Tien Dung	Vietnam, Finance / Economy / Commerce / Trade Ministry Executive Government
Military Judge (Cameroon)	Military Government
Labor and Employment Ministry (Libya)	Labor Ministry Executive Government
Public Sector (Libya)	State-Owned Enterprises Government
Ginbot 7	Ethiopia, Dissident Banned Parties Parties (National) Minor Party
Reza Najafi	Iran, Executive Foreign Ministry Government
Intelligence Officer (Colombia)	Intelligence Ministry Executive Government
Intelligence (Colombia)	Intelligence Ministry Executive Government
University of Toronto	Canada, Education Social
Ministry/Department of Livestock (Iran)	Agriculture / Fishing / Forestry Ministry Government Executive
Agriculture / Fishing / Forestry Ministry (Iran)	Agriculture / Fishing / Forestry Ministry Government Executive
Andargachew Tsige	Ethiopia, Dissident Banned Parties
Guido Girardi	Chile, Upper House Lower House Parties Legislative / Parliamentary Ideological Center Left (National) Major Party Government
Scientist (Peru)	Education Social
Waiter (Peru)	Business Social
Swiss Armed Forces	Switzerland, Military Government
Hazel Cosgrove	United Kingdom, Executive Elite Government
Coup D'etat Leader (Turkey)	Dissident Insurgents
Luis Guillermo Vélez	Colombia, Upper House Government Major Party (In Government) Center Right Parties Legislative / Parliamentary Ideological (National) Major Party Government
Senate (United Arab Emirates)	Legislative / Parliamentary Upper House Government
Foreign Affairs (Unidentified State Actor)	Executive Foreign Ministry Government
Medical Personnel (Cote d'Ivoire)	Nongovernmental Organizations / Activists Medical / Health NGOs
Hunter (New Zealand)	General Population / Civilian / Social Social
Berhanu Tsegaye	Ethiopia, Executive Justice / Law Ministry Government
Company - Owner or Operator (Cambodia)	Business Social
Banyat Bantadtan	Thailand, Government Major Party (In Government) Parties Elite Protestors / Popular Opposition / Mobs Dissident (National) Major Party Opposition Major Party (Out Of Government)
ACT Party	New Zealand, Government Major Party (In Government) (National) Major Party Parties Opposition Major Party (Out Of Government)
Socialist Party (Latin America)	Parties
Women / Children / Social / Welfare / Development / Religion Ministry (Russia)	Executive Government Women / Children / Social / Welfare / Development / Religion Ministry
Information / Communication / Transparency Ministry (Venezuela)	Executive Information / Communication / Transparency Ministry Government
Waiter (Canada)	Business Social
Clarence Thomas	United States, National / Supreme Court Judicial Government
Mujahideen (India)	Dissident Insurgents International Dissident
Yasuhiro Nakasone	Japan, Center Right Parties Elite Ideological (National) Major Party
Francisco Ou	Taiwan, Executive Government Parties Elite (National) Major Party Foreign Ministry Opposition Major Party (Out Of Government)
Navy Seals	United States, Navy Special Forces Navy Military Government
Senate (Morocco)	Legislative / Parliamentary Upper House Government
Main Opposition (Morocco)	Dissident Protestors / Popular Opposition / Mobs
Criminal (Croatia)	Criminals / Gangs Dissident
David Choquehuanca	Bolivia, Executive Government Far Left Aymara International Ethnic Parties Cabinet Ideological (National) Major Party Foreign Ministry
Newspaper (Philippines)	Social Media
Religion (Colombia)	National Religious Social
Senate (North Korea)	Legislative / Parliamentary Upper House Government
Presidential Press Service (Ukraine)	Executive Office Executive Government
The Daily News (Dominican Republic)	Social Media
Christopher Nelson	Grenada, Executive Justice / Law Ministry Government
Air Force (Yemen)	Air Force Military Government
National Salvation Government	Libya, Government
Women (Curacao)	General Population / Civilian / Social Social
Immigrants (Mali)	General Population / Civilian / Social Social
Head of Government (Dominica)	Executive Office Executive Government
Guerrilla (United States)	Dissident Rebel
Royal Administration (Israel)	Government
Chief of Staff (Australia)	Executive Office Executive Government
Energy Corp (Russia)	Business Social
Nasirul Mulk	Pakistan, Judicial Government
Nigel Evans	United Kingdom, Center Right Parties Legislative / Parliamentary Ideological (National) Major Party Government
Detainee (Cameroon)	Dissident Protestors / Popular Opposition / Mobs
Presidential Aide (Philippines)	Executive Office Executive Government
National Alliance (Philippines)	Parties
National Congress (Spain)	Parties
Main Opposition (Spain)	Dissident Protestors / Popular Opposition / Mobs
Shamshad Akhtar	International, Global Regional Global Diplomatic IGOs Regional Economic/Financial/Trade IGOs International Government Organization
Economic and Social Commission for Asia and the Pacific	International Government Organizations, Global Regional Global Diplomatic IGOs Regional Economic/Financial/Trade IGOs International Government Organization
Jose Octavio Bordon	Argentina, Executive Government Nationalist Parties Ideological (National) Major Party Foreign Ministry
Professor (Rwanda)	Education Social
Criminal (National Youth Service)	Development NGOs Nongovernmental Organizations / Activists
Governor (Chad)	Provincial Government Local
Bank (Kenya)	Business Social
Civil Servant (Kenya)	Government
Illegal Immigrant (France)	Regional Criminals / Gangs Regional Diplomatic IGOs International Government Organization Dissident
Student (Tunisia)	Education Social
Member of Legislative (Govt) (Morocco)	Legislative / Parliamentary Government
Youth and Sports Ministry (Angola)	Executive Government Women / Children / Social / Welfare / Development / Religion Ministry
Member of Legislative (Govt) (Ireland)	Legislative / Parliamentary Government
Armed Services Deserter (Colombia)	Dissident Exiles
Member of the Judiciary (Croatia)	Judicial Government
President of the Government	Spain, Executive Office Executive Government
Sergio Fajardo	Colombia, Parties Local Municipal Ideological (National) Minor Party Centrist Government
Themba Mliswa	Zimbabwe, Far Left Parties Ideological Unidentified Forces (National) Major Party
Party Member (Finland)	Regional Diplomatic IGOs International Government Organization Parties Regional
Ministry (National Coalition Party)	Parties (National) Major Party Center Right Ideological
Jim Flaherty	Canada, Executive Finance / Economy / Commerce / Trade Ministry Lower House Center Right Parties Legislative / Parliamentary Cabinet Ideological (National) Major Party Government
Ontario Liberal Party	Canada, Provincial Party Centrist Parties Ideological
Eliska Wagnerová	Czech Republic, Elite
Member of Legislative (Govt) (South Korea)	Legislative / Parliamentary Government
Attorney General (Yemen)	Judicial Government
National Youth Service	South Africa, Development NGOs Nongovernmental Organizations / Activists
Guyana Power and Light	Guyana, Utilities Business Business Social
Opposition Supporter (Ireland)	Dissident Protestors / Popular Opposition / Mobs
Genc	Turkey, Municipal Provincial Government Local
Development Bank of Southern Africa	South Africa, Finance / Economy / Commerce / Trade Ministry Executive Government
Free State High Court	South Africa, Judicial Provincial Court Government
Military Personnel - Special (Gambia)	Military Government
Governor (Taiwan)	Provincial Government Local
Consultative Assembly (Taiwan)	Government
Otunba Gbenga Daniel	Nigeria, Parties Local Provincial Ideological Centrist (National) Major Party Government
Defense Attorney (Latvia)	Judicial Government
Farm Worker (Malawi)	Agricultural Social
Military (Malawi)	Military Government
Armed Separatist (Russia)	Dissident Separatists
Hacker (Canada)	Criminals / Gangs Dissident
Yoshihiko Noda	Japan, Executive Executive Office Finance / Economy / Commerce / Trade Ministry Lower House Parties Legislative / Parliamentary Cabinet Elite Ideological Center Left (National) Major Party Government
Protester (Somalia)	Dissident Protestors / Popular Opposition / Mobs
Jonathan Hill	United Kingdom, Legislative / Parliamentary Upper House Government
Police (Gabon)	Police Government
Muslim (Liberia)	National Religious Muslim International Religious Social
Air Force (Sudan)	Air Force Military Government
Company - Owner or Operator (Belgium)	Business Social
Company - Owner or Operator (Gambia)	Business Social
Luke Malaba	Zimbabwe, National / Supreme Court Judicial Government
Klagenfurt	Austria, Regional Regional Diplomatic IGOs Local Municipal Provincial International Government Organization Government
Pilgrim (Croatia)	National Religious Social
Businessperson (Chile)	Business Social
Government Delegation (United States)	Government
Special Court (Sierra Leone)	Judicial Government
Militia (Sierra Leone)	Unidentified Forces
Raul Khadjimba	Georgia, Dissident Separatists
Children (United Arab Emirates)	General Population / Civilian / Social Social
Humberto De la Calle	Colombia, Parties Center Left (National) Major Party Ideological
Armed Gang (Cameroon)	Unidentified Forces
Regional Governor (Belgium)	Provincial Government Local
News Editor (Saudi Arabia)	Social Media
City Mayor (Serbia)	Municipal Government Local
Party President (New Democracy)	Parties (National) Major Party Center Right Ideological
Women (Belgium)	General Population / Civilian / Social Social
Member of Parliament (Portugal)	Regional Regional Diplomatic IGOs Legislative / Parliamentary International Government Organization Government
Ministry of Tourism (Namibia)	Tourism Ministry Executive Government
Treasury/Finance Ministry (Cuba)	Finance / Economy / Commerce / Trade Ministry Executive Government
Economist (France)	Regional Regional Diplomatic IGOs International Government Organization Social Education
National Assembly	Slovenia, Legislative / Parliamentary Unicameral Government
Sam Brownback	United States, Upper House Center Right Parties Local Legislative / Parliamentary Provincial Ideological (National) Major Party Government
Women (Mali)	General Population / Civilian / Social Social
Armed Band (Nicaragua)	Unidentified Forces
Police (Norfolk Island)	Police Government
Citizen (Norfolk Island)	General Population / Civilian / Social Social
Ministry (Papua New Guinea)	Government
Peacekeeping Troop (Senegal)	Military Government
Adama Koné	Cote d'Ivoire, Finance / Economy / Commerce / Trade Ministry Executive Government
Cabinet / Council of Ministers / Advisors (Hungary)	Executive Cabinet Government
Cory Booker	United States, Upper House Local Legislative / Parliamentary Municipal Government
Local Media (Iran)	Social Media
Charanjit Singh	India, Police Government
Ministry of Youth (India)	Executive Government Women / Children / Social / Welfare / Development / Religion Ministry
Yasser Ali	Egypt, Elite
Harcharan Singh	India, Sikh International Religious
Lion Air	Indonesia, Business Social
Ministry (Kosovo)	Government
Václav Havel	Czech Republic, Regional Diplomatic IGOs International Government Organization Elite Regional
Civil Service (China)	Government
Hunter (India)	General Population / Civilian / Social Social
Veselin Mareshki	Bulgaria, Business Social
Human Rights Activist (Nicaragua)	Human Rights NGOs Nongovernmental Organizations / Activists Nongovernmental Organization (International) Human Rights IGOs
Ministry (El Salvador)	Government
Central Bank (Italy)	Executive Finance / Economy / Commerce / Trade Ministry State-Owned Consulting / Financial Services State-Owned Enterprises Government
Panama Canal Authority	Panama, Finance / Economy / Commerce / Trade Ministry Executive Foreign Ministry Government
Jo Myong-rok	North Korea, Government
Communist Party (Portugal)	Communist Parties Ideological
Popular Party (Portugal)	Parties
Monastery (Germany)	Regional Regional Diplomatic IGOs National Religious International Government Organization Social
Asylum Seeker (Iran)	Refugees / Displaced Social
Regulator (Kenya)	Government
Human Rights Activist (Pakistan)	Human Rights NGOs Nongovernmental Organizations / Activists Nongovernmental Organization (International) Human Rights IGOs
Government Commission (South Korea)	Government
South African Democratic Teachers Union	South Africa, Nongovernmental Organizations / Activists Labor NGOs
Assembly of Kosovo	Kosovo, Legislative / Parliamentary Unicameral Government
Media Personnel (Botswana)	Social Media
Marco Vinicio Cerezo Arévalo	Guatemala, Unicameral Parties Legislative / Parliamentary Elite (National) Minor Party Government
Farzad Esma'ili	Iran, Military Government
Children (Gabon)	General Population / Civilian / Social Social
Labor and Employment Ministry (Gabon)	Labor Ministry Executive Government
Lawmaker (Sierra Leone)	Legislative / Parliamentary Government
Domestic Affairs (Sierra Leone)	Interior / Home Ministry Executive Government
Representatives (Libya)	Legislative / Parliamentary Government
Fishermen (China)	Agricultural Social
Peacekeeping Troop (Nigeria)	Military Government
Abdulrahman Kinana	International Government Organizations, Parties Center Left (National) Major Party Ideological
Sinopec	China, Finance / Economy / Commerce / Trade Ministry Executive Government
Scholar (Russia)	Education Social
Congress (United Arab Emirates)	Legislative / Parliamentary Government
Fuad Chahín	Chile, Lower House Parties Legislative / Parliamentary Ideological Centrist (National) Major Party Government
War Correspondent (Russia)	News Social Media
Assemblies (Nepal)	Legislative / Parliamentary Government
Labor Union (Morocco)	Labor Social
Jesse Robredo	Philippines, Interior / Home Ministry Executive Parties Local Municipal Ideological Center Left (National) Major Party Government
Member of the Judiciary (Madagascar)	Judicial Government
Michel Cadot	Martinique, Elite
Dissident (Nigeria)	Dissident
Aliyu Magatakarda Wamakko	Nigeria, Parties Local Provincial Ideological Centrist (National) Major Party Government
Information / Communication / Transparency Ministry (Vietnam)	Executive Information / Communication / Transparency Ministry Government
Military Advisor (Chad)	Military Government
Men (Chad)	General Population / Civilian / Social Social
Lawyer/Attorney (Chad)	Legal Social
Member of the Judiciary (Chad)	Judicial Government
Labor Party (China)	Labor Social Parties
Shigeru Ishiba	Japan, Executive Defense / Security Ministry Lower House Agriculture / Fishing / Forestry Ministry Center Right Parties Legislative / Parliamentary Cabinet Ideological (National) Major Party Government
Treasury/Finance Ministry (Zambia)	Finance / Economy / Commerce / Trade Ministry Executive Government
Hacker (Cyprus)	Criminals / Gangs Dissident
All India Forward Bloc	India, Government Major Party (In Government) (National) Major Party Parties Opposition Major Party (Out Of Government)
Militant (Cote d'Ivoire)	Unidentified Forces
Member of Legislative (Govt) (France)	Regional Regional Diplomatic IGOs Legislative / Parliamentary International Government Organization Government
Ansar-e-Hezbollah	Iran, Organized Violent (National) Minor Party Parties Ideological Far Right Dissident
Muslim (Belgium)	National Religious Muslim International Religious Social
Valerie Jarrett	United States, Executive Office Executive Government
Lawmaker (Paraguay)	Legislative / Parliamentary Government
Koen Geens	Belgium, Finance / Economy / Commerce / Trade Ministry Executive Justice / Law Ministry Government
Cargill	Multi-National Corporations, Agricultural MNCs Heavy Industrial / Chemical MNCs Multinational Corporation
Liberals (Colombia)	Center Left Parties Ideological
Aafia Siddiqui	Pakistan, Education Social
Information / Communication / Transparency Ministry (Cuba)	Executive Information / Communication / Transparency Ministry Government
The Poor (El Salvador)	General Population / Civilian / Social Social
Combatant (Islamic Jihad)	Dissident Organized Violent Muslim International Religious
Engineer (Thailand)	General Population / Civilian / Social Social
Education (Middle East)	Education Social
Human Rights Activist (United Arab Emirates)	Human Rights NGOs Nongovernmental Organizations / Activists Nongovernmental Organization (International) Human Rights IGOs
Chief Court Judge (Canada)	Judicial Government
Court Judge (Bolivia)	Judicial Government
Attacker (Saudi Arabia)	Criminals / Gangs Dissident
Buddhist (South Korea)	National Religious Buddhist International Religious Social
Monastery (South Korea)	National Religious Social
Civic Group (Venezuela)	Nongovernmental Organizations / Activists Nongovernmental Organization (International)
City Mayor (Malaysia)	Municipal Government Local
China National Petroleum Corporation	China, Executive Business Multinational Corporation Finance / Economy / Commerce / Trade Ministry Social Government
Adventist Development And Relief Agency	Non-Governmental Organizations, Christian International Religious Nongovernmental Organization (International) Development IGOs
Liberals (Spain)	Center Left Parties Ideological
Company - Owner or Operator (Cyprus)	Business Social
Janez Jansa	Slovenia, Executive Regional Executive Office Finance / Economy / Commerce / Trade Ministry Regional Diplomatic IGOs Center Right Parties International Government Organization Elite Ideological (National) Major Party Government
Kilusang Bagong Lipunan	Philippines, Parties (National) Major Party Ideological Far Right
Central American Integration System	International Government Organizations, International Government Organization Regional Development IGOs Regional
Royal Administration (Yemen)	Government
Ricky Muir	Australia, Legislative / Parliamentary Unicameral Upper House Government
Manuel De Jesus Barquin Duran	Guatemala, Unicameral Parties Legislative / Parliamentary (National) Major Party Government
Asylum Seeker (United Kingdom)	Regional Regional Diplomatic IGOs International Government Organization Social Refugees / Displaced
Yi Xianliang	China, Executive Foreign Ministry Government
Armed Gang (Nicaragua)	Unidentified Forces
Media (Botswana)	Social Media
Terrorist Organization (Syria)	Dissident Rebel
Military Personnel (Chile)	Military Government
Civil Servant (Germany)	Government
Refugees International	Non-Governmental Organizations, Nongovernmental Organization (International) Refugees IGOs
Domestic Affairs (Kazakhstan)	Interior / Home Ministry Executive Government
Justice Department/Ministery (Denmark)	Judicial Government
Georgian Armed Forces	Georgia, Military Government
Businessperson (Armenia)	Business Social
B. Prakash	India, Government Major Party (In Government) (National) Major Party Parties Opposition Major Party (Out Of Government)
Supreme Court of Tajikistan	Tajikistan, National / Supreme Court Judicial Government
United Tajik Opposition	Tajikistan, Dissident Protestors / Popular Opposition / Mobs
Energy Department/Ministry (Kuwait)	Energy Ministry Executive Government
Air Force (Cote d'Ivoire)	Air Force Military Government
Activist (Uganda)	Human Rights NGOs Nongovernmental Organizations / Activists Nongovernmental Organization (International) Human Rights IGOs
Jolly Tavoro Nyame	Nigeria, Parties Local Provincial Ideological Centrist (National) Major Party Government
Government (Mauritius)	Government
Industrial / Textiles / Mining Ministry (Egypt)	Industrial / Textiles / Mining Ministry Executive Government
Kidnapper (Kyrgyzstan)	Criminals / Gangs Dissident
Armed Gang (Ukraine)	Unidentified Forces
Dissident (Russia)	Dissident
Central Bank (Canada)	Executive Finance / Economy / Commerce / Trade Ministry State-Owned Consulting / Financial Services State-Owned Enterprises Government
Member of the Judiciary (Portugal)	Regional Regional Diplomatic IGOs Judicial International Government Organization Government
Rights Activist (Bolivia)	Human Rights NGOs Nongovernmental Organizations / Activists Nongovernmental Organization (International) Human Rights IGOs
Republic Airways	Multi-National Corporations, Transportation Business Business Social Multinational Corporation
Nicaraguan Human Rights Center	Nicaragua, Human Rights NGOs Nongovernmental Organizations / Activists
Carlos Mesa	Bolivia, Executive Office Executive Elite Government
Treasury/Finance Ministry (Czech Republic)	Executive Regional Finance / Economy / Commerce / Trade Ministry Regional Diplomatic IGOs International Government Organization Government
Muslim Council of Britain	International, Muslim International Religious
Government Affiliated Bank (Peru)	Finance / Economy / Commerce / Trade Ministry Executive Government
Francisco Gil Diaz	Mexico, Executive Business Multinational Corporation Finance / Economy / Commerce / Trade Ministry Utilities Business Parties Cabinet Ideological Social Center Left (National) Major Party Government
Ministry of Tourism (Cambodia)	Tourism Ministry Executive Government
Wang Gang	China, Television Entertainment Social Entertainment Media
Ruling Party (Mexico)	Government Major Party (In Government) (National) Major Party Parties
University of British Columbia	Canada, Education Social
Israel Electric Corporation	Israel, Utilities Business Business Social
Moderate Party	Sweden, Regional Regional Diplomatic IGOs Center Right Parties International Government Organization Ideological (National) Major Party
Muslim (South Africa)	National Religious Muslim International Religious Social
David Ige	United States, Legislative / Parliamentary Upper House Government
Chief Court Judge (South Korea)	Judicial Government
Muslim Rights Concern	International, Muslim International Religious
Lawyer/Attorney (Nicaragua)	Legal Social
Protester (Google)	Science / Tech / Knowledge / Innovation Business Business Social Multinational Corporation
Senate (Taiwan)	Legislative / Parliamentary Upper House Government
Company - Owner or Operator (Burkina Faso)	Business Social
Cabinet / Council of Ministers / Advisors (Africa)	Executive Cabinet Government
Wolfgang Schüssel	Austria, Interior / Home Ministry Executive Regional Executive Office Regional Diplomatic IGOs International Religious Center Right Catholic Parties International Government Organization Elite Ideological (National) Major Party Government
Cabinet / Council of Ministers / Advisors (Palestinian Territory, Occupied)	Executive Cabinet Government
Bank (Spain)	Business Social
United States Postal Service	United States, Executive Information / Communication / Transparency Ministry Government
Chief of Staff (Ethiopia)	Executive Office Executive Government
Party President (Lebanon)	Parties
Ernest Moniz	United States, Energy Ministry Executive Government
Rights Activist (Syria)	Human Rights NGOs Nongovernmental Organizations / Activists Nongovernmental Organization (International) Human Rights IGOs
Nurse (Palestinian Territory, Occupied)	Nongovernmental Organizations / Activists Medical / Health NGOs
Information / Communication / Transparency Ministry (Tunisia)	Executive Information / Communication / Transparency Ministry Government
John Walsh	United States, Upper House Local Legislative / Parliamentary Provincial Social Legal Government
Drug Dealer (Belgium)	Criminals / Gangs Dissident
Party President (Mexico)	Parties
Argentine Jewish Mutual Association	Argentina, Ethnic NGOs International Religious Nongovernmental Organizations / Activists Jewish
Opposition Coalition (India)	Dissident Protestors / Popular Opposition / Mobs
Mahindra & Mahindra	India, Business Social
Tata Motors	Multi-National Corporations, Durable Goods Business Business Social Multinational Corporation
C.P. Verma	India, Agriculture / Fishing / Forestry Ministry Government Executive
Intelligence Chief (North Korea)	Intelligence Ministry Executive Government
Army Personnel (Lebanon)	Military Government
Secretariat (Organization of American States)	Regional Diplomatic IGOs International Government Organization Regional
William Juana Smith	Sierra Leone, Interior / Home Ministry Executive Cabinet Government
Indigenous People (Guatemala)	General Population / Civilian / Social Social
Election Commission (Myanmar)	Executive Elections Ministry Government
Muslim (Saudi Arabia)	National Religious Muslim International Religious Social
High Ranking Military Personnel (United Arab Emirates)	Military Government
Haim Ramon	Israel, Executive Justice / Law Ministry Jews Executive Office Unicameral International Ethnic Parties Legislative / Parliamentary Cabinet Ideological Center Left Centrist (National) Major Party Government
Labor Activist (Israel)	Nongovernmental Organizations / Activists Labor NGOs
Workers' Party (United States)	Parties
Meral Aksener	Turkey, Unicameral Parties Legislative / Parliamentary Ideological (National) Minor Party Center Left Secular Government
Catholic Bishop (Ireland)	National Religious International Religious Social Catholic
Bishop (Ireland)	National Religious Social
Government Affiliated Bank (Canada)	Finance / Economy / Commerce / Trade Ministry Executive Government
Taba	Egypt, Municipal Provincial Government Local
Socialist Workers' Party (Spain)	Parties
Men (Benin)	General Population / Civilian / Social Social
Lawmaker (Colombia)	Legislative / Parliamentary Government
Mac Thornberry	United States, Lower House Center Right Parties Legislative / Parliamentary Ideological (National) Major Party Government
Attacker (Nicaragua)	Criminals / Gangs Dissident
Philip Alston	International Government Organizations, Global Global Information / Communication / Transparency IGOs International Government Organization Global Diplomatic IGOs
Congress (Azerbaijan)	Legislative / Parliamentary Government
Marina Kaljurand	Estonia, Executive Foreign Ministry Government
Presidential Candidate (Estonia)	Parties
Asa'ib Ahl al-Haq	Iraq, International Religious Shia Ideological Dissident Insurgents Fundamentalist
Opposition Supporter (Mali)	Dissident Protestors / Popular Opposition / Mobs
New Democracy Party	Guinea-Bissau, Parties (National) Minor Party
Political Parties (Mali)	Parties
Lawmaker (Jordan)	Legislative / Parliamentary Government
Labor Union (Jordan)	Labor Social
Pascal Barandagiye	Burundi, Interior / Home Ministry Executive Government
Islamic Extremist Group (Mozambique)	Dissident Muslim International Religious Rebel
Governor (Canada)	Provincial Government Local
Opposition Supporter (Macedonia)	Dissident Protestors / Popular Opposition / Mobs
Rioter (Hong Kong)	Dissident Protestors / Popular Opposition / Mobs
Buta Singh	India, Executive Information / Communication / Transparency Ministry Government
Hindu (Sri Lanka)	International Religious Hindu National Religious Social
Ethnic Group (Sri Lanka)	General Population / Civilian / Social Social
Masood Ahmed	International, Global Global Economic/Financial/Trade IGOs International Government Organization
Pak Yong-sik	North Korea, Defense / Security Ministry Executive Government
Mohammed Zahir Shah	Afghanistan, Dissident Exiles Elite
Federal Judge (Mexico)	Judicial Government
Protester (Puerto Rico)	Dissident Protestors / Popular Opposition / Mobs
Paramilitary Police (Ukraine)	Unidentified Forces
Peacekeeping Troop (Ethiopia)	Military Government
Fishermen (Turkey)	Agricultural Social
Bank (Vietnam)	Business Social
Director General (Pakistan)	Government
International Trade Union Confederation	Non-Governmental Organizations, Business IGOs Nongovernmental Organization (International)
Reserve Personnel (Tunisia)	Military Government
Transportation Ministry/Department (Liberia)	Executive Government Transportation Ministry
Media Personnel (Algeria)	Social Media
Protester (Belgium)	Dissident Protestors / Popular Opposition / Mobs
Hau Lung-pin	Taiwan, Government Major Party (In Government) Center Right Parties Local Municipal Ideological (National) Major Party Government Opposition Major Party (Out Of Government)
Sayeeda Hussain Warsi	United Kingdom, Executive Regional Regional Diplomatic IGOs International Religious Center Right Parties Legislative / Parliamentary Cabinet Elite Ideological International Government Organization Muslim (National) Major Party Government
Interim Government (Libya)	Government
Ruling Parties (Algeria)	Government Major Party (In Government) (National) Major Party Parties
Air Force (Indonesia)	Air Force Military Government
Attorney General (Egypt)	Judicial Government
Defense / Security Ministry (Qatar)	Defense / Security Ministry Executive Government
Agriculture / Fishing / Forestry Ministry (Pakistan)	Agriculture / Fishing / Forestry Ministry Government Executive
Presidential Family (United States)	Elite
Women (Azerbaijan)	General Population / Civilian / Social Social
Education Ministry (Angola)	Executive Government Education Ministry
Appeals Court (Australia)	Judicial Government
Yoram Cohen	Israel, Intelligence Ministry Executive Government
Labor Union (Italy)	Labor Social
Media Personnel (Southeast Asia)	Social Media
District Commissioner (India)	Provincial Government Local
Education (Holy See (Vatican City State))	Education Social
Children (Vietnam)	General Population / Civilian / Social Social
Presidential Family (Latvia)	Elite
Liberal Democratic Party of Moldova	Moldova, Parties (National) Major Party Center Right Ideological
Alberto Núñez Feijóo	Spain, Provincial Elite Government Local
Janis Urbanovics	Latvia, Parties
Viet	Vietnam, General Population / Civilian / Social Social
Chart Thai	Thailand, Dissident (National) Major Party Protestors / Popular Opposition / Mobs Parties
Atef Tarawneh	Jordan, Legislative / Parliamentary Government
Fighter Bomber (Taiwan)	Military Government
Economist (Latvia)	Education Social
Naval (Tunisia)	Navy Military Government
Opposition Coalition (Cote d'Ivoire)	Dissident Protestors / Popular Opposition / Mobs
Media Personnel (Non-Governmental Organizations)	Social Nongovernmental Organization (International) Media
Mahmoud Vaezi	Iran, Executive Information / Communication / Transparency Ministry Elite Government
Actor (Mali)	Elite
CONRED	Guatemala, Executive Disaster Ministry Government
No Kwang-chol	North Korea, Defense / Security Ministry Executive Military Government
Security Council (Guinea)	Defense / Security Ministry Executive Government
Education Ministry (Kenya)	Executive Government Education Ministry
Sartaj Singh	India, Executive Government Health Ministry
Constitutional Court (Macedonia)	Judicial Government
Education Ministry (Jordan)	Executive Government Education Ministry
Civic Group (Hungary)	Nongovernmental Organizations / Activists Nongovernmental Organization (International)
Regional Governor (Philippines)	Provincial Government Local
Congress of Deputies	Spain, Legislative / Parliamentary Lower House Government
Immigrants (Japan)	General Population / Civilian / Social Social
Resistance Group (India)	Dissident Rebel
Brad Sherman	United States, Lower House Parties Legislative / Parliamentary Ideological Center Left (National) Major Party Government
Defense / Security Ministry (Netherlands)	Defense / Security Ministry Executive Government
Employee (Guatemala)	Labor Social
Population (Guatemala)	General Population / Civilian / Social Social
Member of Legislative (Govt) (North Korea)	Legislative / Parliamentary Government
Information / Communication / Transparency Ministry (Namibia)	Executive Information / Communication / Transparency Ministry Government
Steven Vandeput	Belgium, Intelligence Ministry Executive Government
Mustapha Akanbi	Nigeria, Legal NGOs Nongovernmental Organizations / Activists
Secretariat (Action for Change)	Parties (National) Minor Party
Activist (Moldova)	Human Rights NGOs Nongovernmental Organizations / Activists Nongovernmental Organization (International) Human Rights IGOs
Intelligence Officer (Ukraine)	Intelligence Ministry Executive Government
Josep Borrell	Spain, Executive Government Regional Regional Diplomatic IGOs Parties International Government Organization Elite Ideological Center Left (National) Major Party Foreign Ministry
Marshall Islands	Marshall Islands, Provincial Government Local
Labor Union (United Arab Emirates)	Labor Social
Yash Pal Ghai	Kenya, Legal Human Rights NGOs Nongovernmental Organizations / Activists Social
Businessperson (Austria)	Business Regional Regional Diplomatic IGOs International Government Organization Social
Insurgent (Yemen)	Dissident Rebel
Syed A Hashmi	India, Legislative / Parliamentary Government
The Co-operative Bank	United Kingdom, Business Regional Regional Diplomatic IGOs International Government Organization Social Consulting / Financial Services Business
Engineer (Lebanon)	General Population / Civilian / Social Social
Eric Schmidt	International, Science / Tech / Knowledge / Innovation Business Business Social Multinational Corporation
National Airline (Australia)	State-Owned Enterprises Government State-Owned Transportation
Bob Ferguson	United States, Judicial Government
Di Pertuan Agong	Malaysia, Elite Government
Park Jae-kyu	South Korea, Education Social
Páez	Colombia, National Ethnic National Ethnic Minority International Ethnic South American Indigenous Social
Government Delegation (India)	Government
Rights Activist (Morocco)	Human Rights NGOs Nongovernmental Organizations / Activists Nongovernmental Organization (International) Human Rights IGOs
Population (Israel)	General Population / Civilian / Social Social
Peacekeeping Troop (Tanzania)	Military Government
Industrial / Textiles / Mining Ministry (South Korea)	Industrial / Textiles / Mining Ministry Executive Government
Center for Human Rights (Mexico)	Human Rights NGOs Nongovernmental Organizations / Activists Nongovernmental Organization (International) Human Rights IGOs
Islamic (Afghanistan)	National Religious Muslim International Religious Social
Aisha Alhassan	Nigeria, (National) Major Party Parties
Osita Okechukwu	Nigeria, Parties Social (National) Minor Party (National) Major Party Media
New Party (China)	Parties
